name,symbol,quotedate,currentPrice,changeValue,changePercent,previousClose,open,volume,dayMinPrice,dayMaxPrice,priceToEarnings,marketCap,averageVolume,yearMinPrice,yearMaxPrice,dividendValue,earningsPerShare,dividendYield,currentPriceRank,changeValueRank,changePercentRank,volumeRank,priceToEarningsRank,marketCapRank,averageVolumeRank,yearMinPriceRank,yearMaxPriceRank,dividendValueRank,earningsPerShareRank,dividendYieldRank,currentPriceValue,changeValueValue,changePercentValue,volumeValue,priceToEarningsValue,marketCapValue,averageVolumeValue,yearMinPriceValue,yearMaxPriceValue,dividendValueValue,earningsPerShareValue,dividendYieldValue
WELLMAN INC,WLM,2003-11-19 12:00:00.0,8.4000,0.1000,1.2000,8.3000,8.3000,44500.0000,8.2800,8.4200,161.8600,267869568.0000,352827.0000,7.2900,14.0700,0.3600,0.0500,4.3200,9.0000,5.0000,3.0000,6.0000,1.0000,8.0000,5.0000,8.0000,8.0000,4.0000,8.0000,1.0000,10.0000,10.0000,10.0000,10.0000,4.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4.0000
BEDFORD PPTY INVS IN,BED,2003-11-19 12:00:00.0,28.1600,0.1600,0.5800,27.9900,28.0000,19833.3300,27.8600,28.1900,15.8400,458598208.0000,62740.5000,24.2000,29.0000,2.0400,1.7800,7.2700,4.0000,4.0000,5.0000,8.0000,6.0000,7.0000,8.0000,3.0000,5.0000,1.0000,3.0000,1.0000,7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,5.0000,7.0000,2.0000,10.0000,2.0000
BECKMAN COULTER INC,BEC,2003-11-19 12:00:00.0,49.7700,-0.0700,-0.1400,49.8400,49.8700,52566.6700,49.5600,50.0200,18.6800,3057976320.0000,409186.0000,28.3000,51.9800,0.4400,2.6600,0.8800,1.0000,8.0000,7.0000,6.0000,5.0000,2.0000,4.0000,2.0000,1.0000,3.0000,2.0000,4.0000,3.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,4.0000,3.0000,9.0000,6.0000,10.0000
IMC GLOBAL INC,IGL,2003-11-19 12:00:00.0,7.4900,0.1300,1.7700,7.3600,7.4300,111766.6700,7.3700,7.5000,0.0000,862256260.0000,929963.5000,5.8200,13.0900,0.0800,-0.8500,1.0800,9.0000,4.0000,2.0000,5.0000,8.0000,5.0000,2.0000,8.0000,8.0000,5.0000,9.0000,4.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000
IMAGISTICS INTL INC,IGI,2003-11-19 12:00:00.0,34.0400,0.6400,1.9200,33.4000,33.5000,22300.0000,33.4400,34.1300,32.2800,575240700.0000,70777.0000,17.5500,34.0500,0.0000,1.0600,0.0000,3.0000,1.0000,2.0000,8.0000,2.0000,6.0000,8.0000,4.0000,4.0000,6.0000,5.0000,6.0000,5.0000,7.0000,10.0000,10.0000,7.0000,10.0000,10.0000,7.0000,6.0000,10.0000,10.0000,10.0000
BRADLEY PHARMACEUTICALS,BDY,2003-11-19 12:00:00.0,23.3700,-0.7000,-2.9100,24.0700,24.0000,251400.0000,23.0000,24.0000,20.8000,246155024.0000,432000.0000,10.0700,32.5000,0.0000,1.1200,0.0000,5.0000,10.0000,10.0000,3.0000,4.0000,8.0000,4.0000,7.0000,4.0000,6.0000,5.0000,6.0000,8.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,9.0000,6.0000,10.0000,10.0000,10.0000
BECTON DICKINSON AND C,BDX,2003-11-19 12:00:00.0,37.7100,-0.0700,-0.1900,37.7800,37.9500,462733.3000,37.7000,37.9500,18.2200,9578692600.0000,1050363.5000,28.8200,40.7900,0.4000,2.0700,1.0600,2.0000,8.0000,7.0000,2.0000,5.0000,1.0000,2.0000,2.0000,2.0000,3.0000,2.0000,4.0000,5.0000,10.0000,10.0000,9.0000,9.0000,7.0000,8.0000,4.0000,5.0000,9.0000,8.0000,10.0000
PIER 1 IMPORTS INC,PIR,2003-11-19 12:00:00.0,24.9600,-0.0200,-0.0700,24.9800,24.9800,163866.6700,24.7700,25.1000,19.0600,2225464320.0000,1002863.5000,14.4200,26.4400,0.3200,1.3100,1.2800,5.0000,7.0000,7.0000,4.0000,5.0000,3.0000,2.0000,5.0000,5.0000,4.0000,4.0000,4.0000,8.0000,10.0000,10.0000,10.0000,9.0000,9.0000,8.0000,8.0000,8.0000,10.0000,10.0000,10.0000
WATER PIK TECHNOLOGIES,PIK,2003-11-19 12:00:00.0,11.2500,-0.0500,-0.4400,11.3000,11.2500,200.0000,11.2500,11.2500,15.4700,139322096.0000,13240.5000,6.2200,11.4000,0.0000,0.7300,0.0000,8.0000,8.0000,8.0000,10.0000,6.0000,10.0000,10.0000,8.0000,9.0000,6.0000,6.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
BRANDYWINE RLTY TR,BDN,2003-11-19 12:00:00.0,26.5600,0.2300,0.8700,26.3300,26.4500,37400.0000,26.3000,26.5800,22.1300,1038852480.0000,158000.0000,19.1300,26.5600,1.7600,1.2000,6.6600,4.0000,3.0000,4.0000,7.0000,4.0000,4.0000,6.0000,4.0000,5.0000,1.0000,4.0000,1.0000,7.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,7.0000,8.0000,3.0000,10.0000,2.0000
POLARIS INDS INC,PII,2003-11-19 12:00:00.0,81.2900,-0.7100,-0.8700,82.0000,82.0900,61400.0000,81.1400,82.2500,17.1400,1769054340.0000,176218.0000,44.2200,88.1200,1.2400,4.7400,1.5200,1.0000,10.0000,9.0000,6.0000,5.0000,3.0000,6.0000,1.0000,1.0000,1.0000,1.0000,3.0000,1.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,2.0000,1.0000,5.0000,3.0000,9.0000
BLACK AND DECKER CORP,BDK,2003-11-19 12:00:00.0,45.6600,0.3100,0.6800,45.3500,45.5900,233633.3400,45.3600,45.7500,13.3700,3549077760.0000,789586.0000,33.2000,48.4700,0.8400,3.4200,1.8500,2.0000,2.0000,4.0000,3.0000,7.0000,2.0000,3.0000,1.0000,2.0000,2.0000,1.0000,3.0000,3.0000,10.0000,10.0000,9.0000,10.0000,9.0000,9.0000,3.0000,4.0000,7.0000,4.0000,9.0000
SYSCO CORP,SYY,2003-11-19 12:00:00.0,35.2900,0.5600,1.6100,34.7300,35.0000,772600.0000,34.8500,35.4300,28.8300,22865156100.0000,1674022.5000,22.9000,35.4600,0.5200,1.2200,1.4900,3.0000,1.0000,2.0000,1.0000,3.0000,1.0000,2.0000,3.0000,3.0000,3.0000,4.0000,3.0000,5.0000,9.0000,10.0000,8.0000,8.0000,6.0000,7.0000,6.0000,6.0000,9.0000,10.0000,9.0000
BANDAG INC,BDG,2003-11-19 12:00:00.0,40.0100,-0.3900,-0.9600,40.4000,40.4000,26366.6700,40.0000,40.4000,15.9100,773048830.0000,56850.0000,28.4500,42.1800,1.3100,0.1300,3.2400,2.0000,10.0000,9.0000,7.0000,6.0000,5.0000,8.0000,2.0000,2.0000,1.0000,8.0000,2.0000,4.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,4.0000,4.0000,4.0000,10.0000,6.0000
INSIGNIA FINL GROUP,IFS,2003-11-19 12:00:00.0,11.1500,0.0000,0.0000,0.0000,11.1600,19900.0000,11.1300,11.1600,79.6400,268510016.0000,79200.0000,5.2500,11.4000,0.0000,0.1400,0.0000,8.0000,7.0000,7.0000,8.0000,1.0000,8.0000,8.0000,8.0000,9.0000,6.0000,8.0000,6.0000,10.0000,10.0000,10.0000,10.0000,5.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
ENTERASYS NETWORKS I,ETS,2003-11-19 12:00:00.0,4.1400,-0.0600,-1.4300,4.2000,4.1200,455200.0000,4.0900,4.2100,0.0000,855577340.0000,2944681.5000,1.1100,6.7000,0.0000,-0.6600,0.0000,10.0000,8.0000,10.0000,2.0000,8.0000,5.0000,1.0000,10.0000,10.0000,6.0000,9.0000,6.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000
ENTERGY CORP NEW,ETR,2003-11-19 12:00:00.0,51.9100,0.8500,1.6600,51.0600,51.2000,394900.0000,51.2000,51.9800,11.4700,11847835600.0000,875090.5000,42.2600,55.3000,1.8000,4.5300,3.5000,1.0000,1.0000,2.0000,2.0000,7.0000,1.0000,3.0000,1.0000,1.0000,1.0000,1.0000,1.0000,3.0000,5.0000,10.0000,9.0000,10.0000,7.0000,9.0000,2.0000,3.0000,3.0000,3.0000,5.0000
STRYKER CORP,SYK,2003-11-19 12:00:00.0,79.5200,-0.0500,-0.0600,79.5700,79.5000,231800.0000,78.9700,79.6000,38.0400,15852003300.0000,635868.0000,59.6500,82.8300,0.3000,2.0900,0.1500,1.0000,8.0000,7.0000,3.0000,2.0000,1.0000,3.0000,1.0000,1.0000,4.0000,2.0000,5.0000,1.0000,10.0000,10.0000,9.0000,7.0000,7.0000,9.0000,1.0000,1.0000,10.0000,8.0000,10.0000
INTERNATIONAL FLAVOR,IFF,2003-11-19 12:00:00.0,31.4600,-0.0900,-0.2900,31.5500,31.7000,99166.6700,31.3800,31.7000,17.1900,2954468610.0000,408100.0000,29.1800,36.6100,0.6400,1.8300,2.0300,3.0000,8.0000,8.0000,5.0000,5.0000,2.0000,4.0000,2.0000,3.0000,3.0000,3.0000,3.0000,6.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,4.0000,5.0000,8.0000,9.0000,8.0000
S Y BANCORP INC,SYI,2003-11-19 12:00:00.0,21.4000,0.1500,0.7100,21.2500,21.1500,4500.0000,21.1500,21.4500,17.0600,293087392.0000,13000.0000,17.0300,23.4200,0.2400,1.2500,1.1300,6.0000,4.0000,4.0000,9.0000,5.0000,8.0000,10.0000,4.0000,6.0000,4.0000,4.0000,4.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000,8.0000,10.0000,10.0000,10.0000
EATON CORP,ETN,2003-11-19 12:00:00.0,101.0600,0.4100,0.4100,100.6500,100.8500,203600.0000,99.8200,101.3200,22.0100,7649868300.0000,570804.5000,66.0200,102.3000,1.9200,4.5900,1.9100,1.0000,2.0000,5.0000,3.0000,4.0000,1.0000,3.0000,1.0000,1.0000,1.0000,1.0000,3.0000,1.0000,10.0000,10.0000,10.0000,9.0000,8.0000,9.0000,1.0000,1.0000,3.0000,3.0000,8.0000
ENTERCOM COMMUNICATI,ETM,2003-11-19 12:00:00.0,45.0400,-0.3600,-0.7900,45.4000,45.3500,82933.3400,44.9600,45.5200,33.6900,2311199230.0000,291663.5000,42.7000,55.4400,0.0000,1.3400,0.0000,2.0000,10.0000,9.0000,5.0000,2.0000,3.0000,5.0000,1.0000,1.0000,6.0000,4.0000,6.0000,3.0000,10.0000,10.0000,10.0000,7.0000,9.0000,10.0000,2.0000,3.0000,10.0000,10.0000,10.0000
IRWIN FINL CORP,IFC,2003-11-19 12:00:00.0,29.3300,-0.4200,-1.4200,29.7500,29.6900,54700.0000,29.2200,29.6900,10.5100,821076740.0000,122277.0000,14.3100,29.8000,0.2800,2.7900,0.9500,4.0000,10.0000,9.0000,6.0000,8.0000,5.0000,7.0000,5.0000,4.0000,4.0000,1.0000,4.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,7.0000,10.0000,6.0000,10.0000
SYBRON DENTAL SPECIA,SYD,2003-11-19 12:00:00.0,26.7300,0.9800,3.8100,25.7500,25.7500,210233.3400,25.7500,27.0800,18.3100,1019833860.0000,174318.0000,13.0000,26.7300,0.0000,1.3800,0.0000,4.0000,1.0000,1.0000,3.0000,5.0000,4.0000,6.0000,6.0000,5.0000,6.0000,4.0000,6.0000,7.0000,4.0000,5.0000,10.0000,9.0000,10.0000,10.0000,9.0000,8.0000,10.0000,10.0000,10.0000
BARD C R INC,BCR,2003-11-19 12:00:00.0,75.6100,-0.4000,-0.5200,76.0100,76.0500,100766.6700,75.4000,76.1500,20.4400,3919694080.0000,329345.0000,53.8000,80.8200,0.9200,3.7000,1.2200,1.0000,10.0000,8.0000,5.0000,4.0000,2.0000,5.0000,1.0000,1.0000,2.0000,1.0000,4.0000,1.0000,10.0000,10.0000,10.0000,9.0000,9.0000,10.0000,1.0000,1.0000,6.0000,4.0000,10.0000
PULTE HOMES INC,PHM,2003-11-19 12:00:00.0,88.5400,-0.0300,-0.0300,88.5700,89.7000,364100.0000,88.0100,90.2500,10.1900,5477991900.0000,733900.0000,42.7800,92.9500,0.1600,8.6900,0.1800,1.0000,7.0000,7.0000,2.0000,8.0000,2.0000,3.0000,1.0000,1.0000,5.0000,1.0000,5.0000,1.0000,10.0000,10.0000,9.0000,10.0000,8.0000,9.0000,2.0000,1.0000,10.0000,2.0000,10.0000
ETHAN ALLEN INTERIOR,ETH,2003-11-19 12:00:00.0,39.3000,0.0900,0.2300,39.2100,39.2500,63800.0000,38.8400,39.3200,20.3200,1459487360.0000,213913.5000,27.1400,40.7000,0.4000,1.9300,1.0200,2.0000,5.0000,6.0000,6.0000,4.0000,4.0000,6.0000,2.0000,3.0000,3.0000,2.0000,4.0000,4.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,5.0000,5.0000,9.0000,9.0000,10.0000
IDEX CORP,IEX,2003-11-19 12:00:00.0,38.0300,0.1200,0.3200,37.9100,37.8800,46666.6700,37.6500,38.0900,21.6100,1248519550.0000,163431.5000,26.0200,40.4000,0.5600,1.7600,1.4800,2.0000,4.0000,5.0000,6.0000,4.0000,4.0000,6.0000,2.0000,3.0000,3.0000,3.0000,3.0000,5.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,5.0000,5.0000,9.0000,10.0000,9.0000
PEOPLES HLDG CO,PHC,2003-11-19 12:00:00.0,48.0900,0.4900,1.0300,47.6000,47.5400,1100.0000,47.5000,48.0900,14.6700,263887856.0000,4054.5000,38.7500,50.0000,1.1200,3.2800,2.3400,1.0000,1.0000,3.0000,10.0000,6.0000,8.0000,10.0000,1.0000,2.0000,1.0000,1.0000,2.0000,3.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,2.0000,3.0000,5.0000,5.0000,8.0000
BURLINGTON COAT FACT,BCF,2003-11-19 12:00:00.0,20.7700,-0.1200,-0.5700,20.8900,20.8900,6900.0000,20.6500,20.9000,14.4400,925179140.0000,52681.5000,15.4000,22.5000,0.0700,1.4400,0.1400,6.0000,8.0000,8.0000,9.0000,7.0000,5.0000,8.0000,5.0000,6.0000,5.0000,4.0000,5.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,8.0000,10.0000,10.0000,10.0000
INTEGRATED ELECTRICA,IES,2003-11-19 12:00:00.0,7.3600,0.1500,2.0300,7.2100,7.2100,38266.6700,7.2100,7.3700,14.0600,279953248.0000,106654.5000,3.3600,7.7300,0.0000,0.5200,0.0000,9.0000,4.0000,2.0000,7.0000,7.0000,8.0000,7.0000,9.0000,10.0000,6.0000,7.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
SENSIENT TECHNOLOGIE,SXT,2003-11-19 12:00:00.0,18.2900,0.1000,0.5500,18.1900,18.2000,108933.3300,18.1900,18.3600,10.1600,856488130.0000,323772.0000,17.8600,25.9600,0.6000,1.8000,3.2900,6.0000,5.0000,5.0000,5.0000,8.0000,5.0000,5.0000,4.0000,5.0000,3.0000,3.0000,2.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,7.0000,8.0000,8.0000,9.0000,6.0000
BOISE CASCADE CORP,BCC,2003-11-19 12:00:00.0,27.8700,-0.0800,-0.2900,27.9500,27.9500,233100.0000,27.7500,27.9500,464.5000,1639602050.0000,1101613.5000,20.7200,29.6500,0.6000,0.0400,2.1500,4.0000,8.0000,8.0000,3.0000,1.0000,3.0000,2.0000,3.0000,4.0000,3.0000,8.0000,3.0000,7.0000,10.0000,10.0000,9.0000,3.0000,10.0000,8.0000,6.0000,7.0000,8.0000,10.0000,8.0000
ENSCO INTL INC,ESV,2003-11-19 12:00:00.0,25.1800,-1.0900,-4.1500,26.2700,25.5800,1638200.0000,25.1100,25.9800,53.7400,3770889220.0000,1579249.9000,23.5800,31.6300,0.1100,0.4700,0.3900,5.0000,10.0000,10.0000,1.0000,1.0000,2.0000,2.0000,3.0000,4.0000,5.0000,7.0000,5.0000,7.0000,10.0000,10.0000,7.0000,6.0000,9.0000,7.0000,5.0000,6.0000,10.0000,10.0000,10.0000
STEINWAY MUSICAL INS,LVB,2003-11-19 12:00:00.0,21.7000,-0.1100,-0.5000,21.8100,21.8100,3100.0000,21.2900,21.8100,19.8700,193701456.0000,12136.0000,12.3000,22.2800,0.0000,1.0900,0.0000,6.0000,8.0000,8.0000,10.0000,4.0000,9.0000,10.0000,6.0000,6.0000,6.0000,5.0000,6.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,9.0000,9.0000,10.0000,10.0000,10.0000
ESSEX PPTY TR INC,ESS,2003-11-19 12:00:00.0,62.2100,0.0400,0.0600,62.1700,62.0200,52966.6700,61.8200,62.3200,32.3800,1416559490.0000,139309.0000,49.0000,64.9800,3.1200,1.9200,5.0200,1.0000,6.0000,6.0000,6.0000,2.0000,4.0000,7.0000,1.0000,1.0000,1.0000,2.0000,1.0000,2.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,2.0000,2.0000,1.0000,9.0000,4.0000
BEST BUY INC,BBY,2003-11-19 12:00:00.0,57.7500,-0.0500,-0.0900,57.8000,57.7700,1502766.8000,57.2600,58.0400,27.9900,18666182700.0000,3662090.5000,21.5700,59.7000,0.4000,2.0600,0.6900,1.0000,8.0000,7.0000,1.0000,3.0000,1.0000,1.0000,3.0000,1.0000,3.0000,2.0000,4.0000,2.0000,10.0000,10.0000,7.0000,8.0000,6.0000,6.0000,6.0000,2.0000,9.0000,8.0000,10.0000
BANKATLANTIC BANCORP,BBX,2003-11-19 12:00:00.0,17.7100,0.0900,0.5100,17.6200,17.6600,125100.0000,17.5700,17.7900,15.6200,1027957380.0000,201572.5000,8.7600,18.1500,0.1300,1.0900,0.7500,7.0000,5.0000,5.0000,4.0000,6.0000,4.0000,6.0000,7.0000,7.0000,5.0000,5.0000,4.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000
STANDEX INTL CORP,SXI,2003-11-19 12:00:00.0,25.9300,-0.0700,-0.2700,26.0000,26.0000,6000.0000,25.7100,26.0000,21.5900,314731264.0000,15581.5000,18.7000,26.9300,0.8400,1.3100,3.2400,5.0000,8.0000,8.0000,9.0000,4.0000,8.0000,10.0000,4.0000,5.0000,2.0000,4.0000,2.0000,7.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000,8.0000,7.0000,10.0000,6.0000
PROGRESSIVE CORP OHI,PGR,2003-11-19 12:00:00.0,77.8100,0.1800,0.2300,77.6300,77.6400,313933.3400,77.4000,77.9300,16.1300,16841536500.0000,679522.5000,46.2500,79.6500,0.1100,4.8300,0.1300,1.0000,3.0000,6.0000,3.0000,6.0000,1.0000,3.0000,1.0000,1.0000,5.0000,1.0000,5.0000,1.0000,10.0000,10.0000,9.0000,10.0000,6.0000,9.0000,2.0000,1.0000,10.0000,3.0000,10.0000
ESTERLINE TECHNOLOGI,ESL,2003-11-19 12:00:00.0,22.3100,0.3400,1.5500,21.9700,21.8700,17600.0000,21.7500,22.3100,15.1900,468704352.0000,72704.5000,14.7000,23.8500,0.0000,1.4700,0.0000,5.0000,2.0000,2.0000,8.0000,6.0000,7.0000,8.0000,5.0000,6.0000,6.0000,4.0000,6.0000,8.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,8.0000,10.0000,10.0000,10.0000
BBANDT CORP,BBT,2003-11-19 12:00:00.0,38.8100,0.0000,0.0000,38.8100,38.7400,341900.0000,38.6000,38.8500,14.1400,21125967900.0000,1044976.9400,30.6600,39.4600,1.2800,2.7500,3.3000,2.0000,7.0000,7.0000,2.0000,7.0000,1.0000,2.0000,2.0000,3.0000,1.0000,1.0000,2.0000,5.0000,10.0000,10.0000,9.0000,10.0000,6.0000,8.0000,4.0000,5.0000,5.0000,6.0000,6.0000
PROGRESS ENERGY INC,PGN,2003-11-19 12:00:00.0,41.9000,0.3000,0.7200,41.6000,41.8200,322866.6600,41.7500,42.0500,11.8100,10246683600.0000,686068.0000,37.4500,48.0000,2.2400,3.5500,5.3700,2.0000,2.0000,4.0000,3.0000,7.0000,1.0000,3.0000,1.0000,2.0000,1.0000,1.0000,1.0000,4.0000,10.0000,10.0000,9.0000,10.0000,7.0000,9.0000,3.0000,4.0000,2.0000,4.0000,3.0000
BUTLER MFG CO DEL,BBR,2003-11-19 12:00:00.0,19.0300,-0.0400,-0.2100,19.0700,19.1100,2200.0000,19.0200,19.1100,0.0000,120420608.0000,13300.0000,14.6100,20.5700,0.1600,-1.8000,0.8400,6.0000,7.0000,7.0000,10.0000,8.0000,10.0000,10.0000,5.0000,7.0000,5.0000,10.0000,4.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,9.0000,10.0000,10.0000,10.0000
ITT EDUCATIONAL SERV,ESI,2003-11-19 12:00:00.0,53.5100,0.2300,0.4400,53.2800,53.2800,79100.0000,53.1000,53.7500,46.4600,2406861820.0000,415759.0000,21.0000,55.1500,0.0000,1.1500,0.0000,1.0000,3.0000,5.0000,5.0000,2.0000,3.0000,4.0000,3.0000,1.0000,6.0000,4.0000,6.0000,3.0000,10.0000,10.0000,10.0000,6.0000,9.0000,10.0000,6.0000,3.0000,10.0000,10.0000,10.0000
SOUTHWEST AIRLS CO,LUV,2003-11-19 12:00:00.0,17.2600,-0.2600,-1.5000,17.5200,17.6000,1519366.5000,17.1300,17.6000,33.8200,13558527000.0000,2539409.0000,11.7200,19.6900,0.0200,0.4900,0.1000,7.0000,9.0000,10.0000,1.0000,2.0000,1.0000,1.0000,6.0000,7.0000,5.0000,7.0000,5.0000,9.0000,10.0000,10.0000,7.0000,7.0000,7.0000,6.0000,9.0000,9.0000,10.0000,10.0000,10.0000
PEOPLES ENERGY CORP,PGL,2003-11-19 12:00:00.0,39.3400,0.1500,0.3800,39.1900,39.3000,57533.3400,39.2900,39.5400,13.6000,1440813440.0000,157263.5000,33.6900,45.2500,2.1200,2.8900,5.4000,2.0000,4.0000,5.0000,6.0000,7.0000,4.0000,6.0000,1.0000,2.0000,1.0000,1.0000,1.0000,4.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,3.0000,4.0000,2.0000,6.0000,3.0000
ESCO TECHNOLOGIES IN,ESE,2003-11-19 12:00:00.0,43.4000,-0.1000,-0.2200,43.5000,43.4900,70700.0000,43.2900,43.5500,25.8400,560497280.0000,77277.0000,30.7500,49.1000,0.0000,1.6800,0.0000,2.0000,8.0000,7.0000,5.0000,3.0000,6.0000,8.0000,2.0000,2.0000,6.0000,3.0000,6.0000,4.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,4.0000,3.0000,10.0000,10.0000,10.0000
EXTENDED STAY AMER I,ESA,2003-11-19 12:00:00.0,14.5000,0.0100,0.0700,14.5000,14.3500,80866.6700,14.3000,14.6000,31.6700,1398722050.0000,370850.0000,9.7500,16.4300,0.1600,0.4600,1.1000,7.0000,6.0000,6.0000,5.0000,2.0000,4.0000,4.0000,7.0000,8.0000,4.0000,7.0000,4.0000,9.0000,10.0000,10.0000,10.0000,7.0000,10.0000,10.0000,9.0000,10.0000,10.0000,10.0000,10.0000
BLOCKBUSTER INC,BBI,2003-11-19 12:00:00.0,17.5800,0.2400,1.4000,17.3400,17.2800,452533.3000,17.1000,17.6400,13.1600,3180963330.0000,901231.5000,11.8000,23.0700,0.0800,1.3400,0.4600,7.0000,3.0000,2.0000,2.0000,7.0000,2.0000,3.0000,6.0000,6.0000,5.0000,4.0000,5.0000,9.0000,10.0000,10.0000,9.0000,10.0000,9.0000,8.0000,9.0000,8.0000,10.0000,10.0000,10.0000
SAFEWAY INC,SWY,2003-11-19 12:00:00.0,20.1900,0.0900,0.4500,20.1000,20.1000,955800.0000,20.0000,20.2700,35.3300,8923955200.0000,2920409.0000,16.2000,25.8300,0.0000,0.6000,0.0000,6.0000,5.0000,5.0000,1.0000,2.0000,1.0000,1.0000,5.0000,5.0000,6.0000,6.0000,6.0000,9.0000,10.0000,10.0000,8.0000,7.0000,8.0000,6.0000,8.0000,8.0000,10.0000,10.0000,10.0000
PEAPACK-GLADSTONE FINL,PGC,2003-11-19 12:00:00.0,32.4100,0.4100,1.2800,32.0000,32.0100,4200.0000,31.7500,32.4900,20.1100,241730464.0000,5200.0000,22.7300,34.0900,0.3800,1.6100,1.1800,3.0000,2.0000,3.0000,9.0000,4.0000,8.0000,10.0000,3.0000,3.0000,4.0000,3.0000,4.0000,6.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,6.0000,6.0000,10.0000,10.0000,10.0000
SOUTHWEST GAS CORP,SWX,2003-11-19 12:00:00.0,22.2500,0.2100,0.9500,22.0400,22.0400,17800.0000,22.0400,22.2800,17.7000,755787260.0000,67577.0000,19.3000,23.6400,0.8300,1.2600,3.7100,5.0000,3.0000,3.0000,8.0000,5.0000,5.0000,8.0000,4.0000,6.0000,2.0000,4.0000,1.0000,8.0000,10.0000,10.0000,10.0000,9.0000,10.0000,10.0000,7.0000,8.0000,7.0000,10.0000,5.0000
IDT CORP,IDT,2003-11-19 12:00:00.0,18.2600,0.1000,0.5300,18.1600,18.2000,12766.6700,18.2000,18.2900,0.0000,935289980.0000,107026.0000,13.7500,19.6400,0.0000,-1.3400,0.0000,6.0000,5.0000,5.0000,8.0000,8.0000,5.0000,7.0000,5.0000,7.0000,6.0000,10.0000,6.0000,9.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,8.0000,9.0000,10.0000,10.0000,10.0000
LEUCADIA NATL CORP,LUK,2003-11-19 12:00:00.0,41.3800,0.1300,0.3100,41.2500,41.2200,37766.6700,41.2200,41.4800,13.2400,2896235520.0000,160590.5000,32.5900,44.4800,0.6300,3.1300,0.6100,2.0000,4.0000,5.0000,7.0000,7.0000,2.0000,6.0000,1.0000,2.0000,3.0000,1.0000,5.0000,4.0000,10.0000,10.0000,10.0000,10.0000,9.0000,10.0000,3.0000,4.0000,8.0000,5.0000,10.0000
WINN DIXIE STORES IN,WIN,2003-11-19 12:00:00.0,8.0100,0.1400,1.8200,7.8700,7.9000,603300.0000,7.8600,8.0400,5.4900,1132656130.0000,1214545.0000,7.5000,16.6500,0.2000,1.4600,2.5100,9.0000,4.0000,2.0000,2.0000,8.0000,4.0000,2.0000,7.0000,8.0000,4.0000,4.0000,2.0000,10.0000,10.0000,10.0000,8.0000,10.0000,10.0000,8.0000,10.0000,9.0000,10.0000,10.0000,7.0000
SITEL CORP,SWW,2003-11-19 12:00:00.0,1.8400,0.0600,3.3700,1.7800,1.7500,107800.0000,1.7200,1.9000,0.0000,135378192.0000,152863.0000,0.9600,2.1000,0.0000,-0.0400,0.0000,10.0000,5.0000,1.0000,5.0000,8.0000,10.0000,7.0000,10.0000,10.0000,6.0000,8.0000,6.0000,10.0000,10.0000,6.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
